argumentTypeId	argumentTypeName	sourceTaxonName	sourceTaxonId	sourceTaxonIds	interactionTypeName	interactionTypeId	targetTaxonName	targetTaxonId	targetTaxonIds	sourceBodyPartName	sourceBodyPartId	referenceDoi	referenceCitation
	support	Acanthurus nigrofuscus		WD:Q1536194|PPSDB:Q1667	host of		Protoopalina polykineta		WD:Q112294422|PPSDB:Q223	lumen of digestive tract	UBERON_0006909	10.1016/S0932-4739(96)80042-3	Grim, J. N. and Clements, K. D. (1996). Description of a new species of opalinid by light microscopy, SEM and TEM: Protoopalina polykineta, n. sp. from the intestines of the surgeonfish, Acanthurus nigrofuscus. European Journal of Protistology 32, 81–89.
	support	Acanthurus xanthopterus		WD:Q2182371|PPSDB:Q2237	host of		Vestibulongum sp. ex Acanthurus xanthopterus		PPSDB:Q2236	lumen of digestive tract	UBERON_0006909	10.1111/JEU.12004	Grim, J. N. and Clements, K. D. (2012). New Observations on the Ciliate Genus Vestibulongum (Pycnotrichidae): Vestibular Ultrastructure, Macronuclear Endosymbiotic Bacteria, Biogeography, and Evidence for Host Specificity. Journal of Eukaryotic Microbiology 60, 37–43.
	support	Aedes vexans	NCBI:txid7163	NCBI:txid7163|WD:Q144273|PPSDB:Q1249	host of		Strigomonas culicis	NCBI:txid28005	NCBI:txid28005|WD:Q56324252|PPSDB:Q421	lumen of digestive tract	UBERON_0006909	10.1016/J.PROTIS.2011.01.001	Teixeira, M. M. G.,et al. (2011). Phylogenetic Validation of the Genera Angomonas and Strigomonas of Trypanosomatids Harboring Bacterial Endosymbionts with the Description of New Species of Trypanosomatids and of Proteobacterial Symbionts. Protist 162, 503–524.
	support	Alexandrium fundyense	NCBI:txid2932	NCBI:txid2932|WD:Q4721025|PPSDB:Q521	host of		unclassified prokaryote		PPSDB:Q1780	cell surface	GO:0009986	10.2216/I0031-8884-40-3-280.1	Lewis, J., Kennaway, G., Franca, S. and Alverca, E. (2001). Bacterium-dinoflagellate interactions: investigative microscopy of Alexandrium spp. (Gonyaulacales, Dinophyceae). Phycologia 40, 280–285.
	support	Alexandrium fundyense	NCBI:txid2932	NCBI:txid2932|WD:Q4721025|PPSDB:Q521	host of		unclassified prokaryote		PPSDB:Q1780	cytoplasm	GO:0005737	10.2216/I0031-8884-40-3-280.1	Lewis, J., Kennaway, G., Franca, S. and Alverca, E. (2001). Bacterium-dinoflagellate interactions: investigative microscopy of Alexandrium spp. (Gonyaulacales, Dinophyceae). Phycologia 40, 280–285.
	support	Alexandrium tamarense	NCBI:txid2926	NCBI:txid2926|WD:Q2834271|PPSDB:Q520	host of		unclassified prokaryote		PPSDB:Q1780	cell surface	GO:0009986	10.2216/I0031-8884-40-3-280.1	Lewis, J., Kennaway, G., Franca, S. and Alverca, E. (2001). Bacterium-dinoflagellate interactions: investigative microscopy of Alexandrium spp. (Gonyaulacales, Dinophyceae). Phycologia 40, 280–285.
	support	Allogromid sp. 1 from Santa Barbara Basin		PPSDB:Q2256	host of		unclassified prokaryote		PPSDB:Q1780	cytoplasm	GO:0005737	10.1038/47476	Bernhard, J. M., Buck, K. R., Farmer, M. A. and Bowser, S. S. (2000). The Santa Barbara Basin is a symbiosis oasis. Nature 403, 77–80.
	support	Amoeba proteus	NCBI:txid5775	NCBI:txid5775|WD:Q1190338|PPSDB:Q147	host of		Candidatus Legionella jeonii	NCBI:txid2728	NCBI:txid2728|WD:Q16851513|PPSDB:Q146	cytoplasm	GO:0005737	10.1016/0014-4827(67)90313-8	Jeon, K. W. and Lorch, I. J. (1967). Unusual intra-cellular bacterial infection in large, free-living amoebae. Experimental Cell Research 48, 236–240.
	support	Amoeba proteus	NCBI:txid5775	NCBI:txid5775|WD:Q1190338|PPSDB:Q147	host of		Candidatus Legionella jeonii	NCBI:txid2728	NCBI:txid2728|WD:Q16851513|PPSDB:Q146	cytoplasm	GO:0005737	10.1111/J.1550-7408.2004.TB00277.X	JEON, K. W. (2004). Genetic and Physiological Interactions in the Amoeba‐Bacteria Symbiosis1. Journal of Eukaryotic Microbiology 51, 502–508.
	support	Amoeba proteus	NCBI:txid5775	NCBI:txid5775|WD:Q1190338|PPSDB:Q147	host of		Candidatus Legionella jeonii	NCBI:txid2728	NCBI:txid2728|WD:Q16851513|PPSDB:Q146	cytoplasm	GO:0005737	10.1111/J.1462-2920.2004.00659.X	Park, M., Yun, S. T., Kim, M. S., Chun, J. and Ahn, T. I. (2004). Phylogenetic characterization ofLegionella‐like endosymbiotic X‐bacteria inAmoeba proteus: a proposal for ‘CandidatusLegionella jeonii’ sp. nov. Environmental Microbiology 6, 1252–1263.
	support	Amoeba proteus	NCBI:txid5775	NCBI:txid5775|WD:Q1190338|PPSDB:Q147	host of		Candidatus Legionella jeonii	NCBI:txid2728	NCBI:txid2728|WD:Q16851513|PPSDB:Q146	cytoplasm	GO:0005737	10.1242/JCS.00894	Jeon, T. J. and Jeon, K. W. (2004). Gene switching inAmoeba proteuscaused by endosymbiotic bacteria. Journal of Cell Science 117, 535–543.
	support	Amphidinium operculatum	NCBI:txid107036	NCBI:txid107036|WD:Q68402405|PPSDB:Q514	host of		Halomonas sp. associated with Amphidinium operculatum		PPSDB:Q515	extracellular region	GO:0005576	10.1038/NATURE04056	Croft, M. T., Lawrence, A. D., Raux-Deery, E., Warren, M. J. and Smith, A. G. (2005). Algae acquire vitamin B12 through a symbiotic relationship with bacteria. Nature 438, 90–93.
	support	Angomonas ambiguus	NCBI:txid999947	NCBI:txid999947|WD:Q123715652|PPSDB:Q430	acquires metabolite from		Candidatus Kinetoplastibacterium crithidii	NCBI:txid33056	NCBI:txid33056|WD:Q115778402|PPSDB:Q426	cytosol	GO:0005829	10.1016/J.PROTIS.2011.01.001	Teixeira, M. M. G.,et al. (2011). Phylogenetic Validation of the Genera Angomonas and Strigomonas of Trypanosomatids Harboring Bacterial Endosymbionts with the Description of New Species of Trypanosomatids and of Proteobacterial Symbionts. Protist 162, 503–524.
	support	Angomonas ambiguus	NCBI:txid999947	NCBI:txid999947|WD:Q123715652|PPSDB:Q430	acquires metabolite from		Candidatus Kinetoplastibacterium crithidii	NCBI:txid33056	NCBI:txid33056|WD:Q115778402|PPSDB:Q426	cytosol	GO:0005829	10.2174/1874421401004010139	Cristina M. Motta, M. (2010). Endosymbiosis in Trypanosomatids as a Model to Study Cell Evolution. The Open Parasitology Journal 4, 139–147.
	support	Angomonas ambiguus	NCBI:txid999947	NCBI:txid999947|WD:Q123715652|PPSDB:Q430	acquires metabolite from		Candidatus Kinetoplastibacterium crithidii	NCBI:txid33056	NCBI:txid33056|WD:Q115778402|PPSDB:Q426	cytosol	GO:0005829	10.1371/JOURNAL.PONE.0023518	Alves, J. M. P., Voegtly, L., Matveyev, A. V., Lara, A. M., da Silva, F. M., Serrano, M. G., Buck, G. A., Teixeira, M. M. G. and Camargo, E. P. (2011). Identification and Phylogenetic Analysis of Heme Synthesis Genes in Trypanosomatids and Their Bacterial Endosymbionts. PLoS ONE 6, e23518.
	support	Angomonas deanei	NCBI:txid59799	NCBI:txid59799|WD:Q16974275|PPSDB:Q427	acquires metabolite from		Candidatus Kinetoplastibacterium crithidii	NCBI:txid33056	NCBI:txid33056|WD:Q115778402|PPSDB:Q426	cytosol	GO:0005829	10.1016/J.PROTIS.2011.01.001	Teixeira, M. M. G.,et al. (2011). Phylogenetic Validation of the Genera Angomonas and Strigomonas of Trypanosomatids Harboring Bacterial Endosymbionts with the Description of New Species of Trypanosomatids and of Proteobacterial Symbionts. Protist 162, 503–524.
	support	Angomonas deanei	NCBI:txid59799	NCBI:txid59799|WD:Q16974275|PPSDB:Q427	acquires metabolite from		Candidatus Kinetoplastibacterium crithidii	NCBI:txid33056	NCBI:txid33056|WD:Q115778402|PPSDB:Q426	cytosol	GO:0005829	10.1093/GBE/EVT012	Alves, J. M. P., Serrano, M. G., Maia da Silva, F., Voegtly, L. J., Matveyev, A. V., Teixeira, M. M. G., Camargo, E. P. and Buck, G. A. (2013). Genome Evolution and Phylogenomic Analysis of Candidatus Kinetoplastibacterium, the Betaproteobacterial Endosymbionts of Strigomonas and Angomonas. Genome Biology and Evolution 5, 338–350.
	support	Angomonas deanei	NCBI:txid59799	NCBI:txid59799|WD:Q16974275|PPSDB:Q427	acquires metabolite from		Candidatus Kinetoplastibacterium crithidii	NCBI:txid33056	NCBI:txid33056|WD:Q115778402|PPSDB:Q426	cytosol	GO:0005829	10.1371/JOURNAL.PONE.0079786	Klein, C. C., Alves, J. M. P., Serrano, M. G., Buck, G. A., Vasconcelos, A. T. R., Sagot, M.-F., Teixeira, M. M. G., Camargo, E. P. and Motta, M. C. M. (2013). Biosynthesis of Vitamins and Cofactors in Bacterium-Harbouring Trypanosomatids Depends on the Symbiotic Association as Revealed by Genomic Analyses. PLoS ONE 8, e79786.
	support	Angomonas deanei	NCBI:txid59799	NCBI:txid59799|WD:Q16974275|PPSDB:Q427	acquires metabolite from		Candidatus Kinetoplastibacterium crithidii	NCBI:txid33056	NCBI:txid33056|WD:Q115778402|PPSDB:Q426	cytosol	GO:0005829	10.1128/JB.176.10.3081-3084.1994	Du, Y., McLaughlin, G. and Chang, K. P. (1994). 16S ribosomal DNA sequence identities of beta-proteobacterial endosymbionts in three Crithidia species. Journal of Bacteriology 176, 3081–3084.
	support	Angomonas deanei	NCBI:txid59799	NCBI:txid59799|WD:Q16974275|PPSDB:Q427	acquires metabolite from		Candidatus Kinetoplastibacterium crithidii	NCBI:txid33056	NCBI:txid33056|WD:Q115778402|PPSDB:Q426	cytosol	GO:0005829	10.2174/1874421401004010139	Cristina M. Motta, M. (2010). Endosymbiosis in Trypanosomatids as a Model to Study Cell Evolution. The Open Parasitology Journal 4, 139–147.
	support	Angomonas deanei	NCBI:txid59799	NCBI:txid59799|WD:Q16974275|PPSDB:Q427	acquires metabolite from		Candidatus Kinetoplastibacterium crithidii	NCBI:txid33056	NCBI:txid33056|WD:Q115778402|PPSDB:Q426	cytosol	GO:0005829	10.1371/JOURNAL.PONE.0023518	Alves, J. M. P., Voegtly, L., Matveyev, A. V., Lara, A. M., da Silva, F. M., Serrano, M. G., Buck, G. A., Teixeira, M. M. G. and Camargo, E. P. (2011). Identification and Phylogenetic Analysis of Heme Synthesis Genes in Trypanosomatids and Their Bacterial Endosymbionts. PLoS ONE 6, e23518.
	support	Angomonas desouzai	NCBI:txid59800	NCBI:txid59800|WD:Q123509563|PPSDB:Q429	acquires metabolite from		Candidatus Kinetoplastibacterium desouzaii	NCBI:txid994692	NCBI:txid994692|WD:Q126489951|PPSDB:Q428	cytosol	GO:0005829	10.1016/J.PROTIS.2011.01.001	Teixeira, M. M. G.,et al. (2011). Phylogenetic Validation of the Genera Angomonas and Strigomonas of Trypanosomatids Harboring Bacterial Endosymbionts with the Description of New Species of Trypanosomatids and of Proteobacterial Symbionts. Protist 162, 503–524.
	support	Angomonas desouzai	NCBI:txid59800	NCBI:txid59800|WD:Q123509563|PPSDB:Q429	acquires metabolite from		Candidatus Kinetoplastibacterium desouzaii	NCBI:txid994692	NCBI:txid994692|WD:Q126489951|PPSDB:Q428	cytosol	GO:0005829	10.1093/GBE/EVT012	Alves, J. M. P., Serrano, M. G., Maia da Silva, F., Voegtly, L. J., Matveyev, A. V., Teixeira, M. M. G., Camargo, E. P. and Buck, G. A. (2013). Genome Evolution and Phylogenomic Analysis of Candidatus Kinetoplastibacterium, the Betaproteobacterial Endosymbionts of Strigomonas and Angomonas. Genome Biology and Evolution 5, 338–350.
	support	Angomonas desouzai	NCBI:txid59800	NCBI:txid59800|WD:Q123509563|PPSDB:Q429	acquires metabolite from		Candidatus Kinetoplastibacterium desouzaii	NCBI:txid994692	NCBI:txid994692|WD:Q126489951|PPSDB:Q428	cytosol	GO:0005829	10.1371/JOURNAL.PONE.0079786	Klein, C. C., Alves, J. M. P., Serrano, M. G., Buck, G. A., Vasconcelos, A. T. R., Sagot, M.-F., Teixeira, M. M. G., Camargo, E. P. and Motta, M. C. M. (2013). Biosynthesis of Vitamins and Cofactors in Bacterium-Harbouring Trypanosomatids Depends on the Symbiotic Association as Revealed by Genomic Analyses. PLoS ONE 8, e79786.
	support	Angomonas desouzai	NCBI:txid59800	NCBI:txid59800|WD:Q123509563|PPSDB:Q429	acquires metabolite from		Candidatus Kinetoplastibacterium desouzaii	NCBI:txid994692	NCBI:txid994692|WD:Q126489951|PPSDB:Q428	cytosol	GO:0005829	10.1128/JB.176.10.3081-3084.1994	Du, Y., McLaughlin, G. and Chang, K. P. (1994). 16S ribosomal DNA sequence identities of beta-proteobacterial endosymbionts in three Crithidia species. Journal of Bacteriology 176, 3081–3084.
	support	Angomonas desouzai	NCBI:txid59800	NCBI:txid59800|WD:Q123509563|PPSDB:Q429	acquires metabolite from		Candidatus Kinetoplastibacterium desouzaii	NCBI:txid994692	NCBI:txid994692|WD:Q126489951|PPSDB:Q428	cytosol	GO:0005829	10.2174/1874421401004010139	Cristina M. Motta, M. (2010). Endosymbiosis in Trypanosomatids as a Model to Study Cell Evolution. The Open Parasitology Journal 4, 139–147.
	support	Angomonas desouzai	NCBI:txid59800	NCBI:txid59800|WD:Q123509563|PPSDB:Q429	acquires metabolite from		Candidatus Kinetoplastibacterium desouzaii	NCBI:txid994692	NCBI:txid994692|WD:Q126489951|PPSDB:Q428	cytosol	GO:0005829	10.1371/JOURNAL.PONE.0023518	Alves, J. M. P., Voegtly, L., Matveyev, A. V., Lara, A. M., da Silva, F. M., Serrano, M. G., Buck, G. A., Teixeira, M. M. G. and Camargo, E. P. (2011). Identification and Phylogenetic Analysis of Heme Synthesis Genes in Trypanosomatids and Their Bacterial Endosymbionts. PLoS ONE 6, e23518.
	support	Apertospathula sp.		PPSDB:Q1584	host of		unclassified Archaea		PPSDB:Q200	cytoplasm	GO:0005737	10.3389/FRPRO.2023.1308546	Weiss, J. and Esteban, G. F. (2024). Tracking down the rare ciliate biosphere. Frontiers in Protistology 1,.
	support	Apoikia lindahlii	NCBI:txid1841609	NCBI:txid1841609|WD:Q127695966|PPSDB:Q2227	host of		Filos agilis	NCBI:txid715245	NCBI:txid715245|WD:Q127695666|PPSDB:Q2228	external encapsulating structure	GO:0030312	10.1016/J.PROTIS.2009.09.003	Kim, E., Yubuki, N., Leander, B. S. and Graham, L. E. (2010). Ultrastructure and 18S rDNA Phylogeny of Apoikia lindahlii comb. nov. (Chrysophyceae) and its Epibiontic Protists, Filos agilis gen. et sp. nov. (Bicosoecida) and Nanos amicus gen. et sp. nov. (Bicosoecida). Protist 161, 177–196.
	support	Apoikia lindahlii	NCBI:txid1841609	NCBI:txid1841609|WD:Q127695966|PPSDB:Q2227	host of		Nanos amicus	NCBI:txid715261	NCBI:txid715261|WD:Q127695667|PPSDB:Q2229	external encapsulating structure	GO:0030312	10.1016/J.PROTIS.2009.09.003	Kim, E., Yubuki, N., Leander, B. S. and Graham, L. E. (2010). Ultrastructure and 18S rDNA Phylogeny of Apoikia lindahlii comb. nov. (Chrysophyceae) and its Epibiontic Protists, Filos agilis gen. et sp. nov. (Bicosoecida) and Nanos amicus gen. et sp. nov. (Bicosoecida). Protist 161, 177–196.
	support	Arcella sp.		PPSDB:Q157	host of		unclassified Alphaproteobacteria		PPSDB:Q158	cytoplasm	GO:0005737		Katalin TJ, Beatrix P, Zsófia H, György C, Károly M. First evidence of bacterial endocytobionts in the lobose testate amoeba Arcella (Amoebozoa, Arcellinida). Protistology. 2008;5(4):303-12.
	support	Arcella sp.		PPSDB:Q157	host of		unclassified Firmicutes		PPSDB:Q159	cytoplasm	GO:0005737		Katalin TJ, Beatrix P, Zsófia H, György C, Károly M. First evidence of bacterial endocytobionts in the lobose testate amoeba Arcella (Amoebozoa, Arcellinida). Protistology. 2008;5(4):303-12.
	support	Archotermopsis sp.		PPSDB:Q2047	host of		Streblomastix sp. ex Archotermopsis sp.		PPSDB:Q2048	lumen of digestive tract	UBERON_0006909	10.1111/J.1462-2920.2005.00860.X	Noda, S., Inoue, T., Hongoh, Y., Kawai, M., Nalepa, C. A., Vongkaluang, C., Kudo, T. and Ohkuma, M. (2005). Identification and characterization of ectosymbionts of distinct lineages in Bacteroidales attached to flagellated protists in the gut of termites and a wood‐feeding cockroach. Environmental Microbiology 8, 11–20.
	support	Auranticordis quadriverberis	NCBI:txid523209	NCBI:txid523209|WD:Q774603|PPSDB:Q2058	host of		unclassified Cyanobacteria		PPSDB:Q1781	symbiont-containing vacuole	GO:0020003	10.1186/1471-2180-8-123	Chantangsi, C., Esson, H. J. and Leander, B. S. (2008). Morphology and molecular phylogeny of a marine interstitial tetraflagellate with putative endosymbionts: Auranticordis quadriverberis n. gen. et sp. (Cercozoa). BMC Microbiology 8, 123.
	support	Balantidium ctenopharyngodoni	NCBI:txid909204	NCBI:txid909204|WD:Q126620298|PPSDB:Q508	host of		Cetobacterium somerae str. endosymbiont of Balantidium ctenopharyngodoni		PPSDB:Q507	cytoplasm	GO:0005737	10.1111/JEU.12791	Zhao, W., Li, M., Xiong, F., Zhang, D., Wu, S., Zou, H., Li, W. and Wang, G. (2020). Identification of Intracellular Bacteria in the Ciliate Balantidium ctenopharyngodoni (Ciliophora, Litostomatea). Journal of Eukaryotic Microbiology 67, 417–426.
	support	Balantidium jocularum		WD:Q110933167|PPSDB:Q2240	host of		unclassified Bacteria		PPSDB:Q14	macronucleus	GO:0031039		Grim, J.N. (1993). Endonuclear symbionts within a symbiont - the surgeonfish intestinal symbiont, Balantidium jocularum (Ciliophora) is host to a Gram-positive macronuclear inhabiting bacterium. Endocytobiosis and Cell Res. 9 (2-3) : 209-214.
	support	Barbulanympha sp. Barb6XT		PPSDB:Q287	acquires nitrogen fixed by		Bacteroidales bacterium Barb6XT	NCBI:txid1633202	NCBI:txid1633202|PPSDB:Q286	cell surface	GO:0009986	10.1128/AEM.00611-16	Tai, V., Carpenter, K. J., Weber, P. K., Nalepa, C. A., Perlman, S. J. and Keeling, P. J. (2016). Genome Evolution and Nitrogen Fixation in Bacterial Ectosymbionts of a Protist Inhabiting Wood-Feeding Cockroaches. Applied and Environmental Microbiology 82, 4682–4695.
	support	Barbulanympha sp. ex Cryptocercus punctulatus		PPSDB:Q2042	host of		Bacteroidales phylotype CpBB18-3		PPSDB:Q2043	cell surface	GO:0009986	10.1111/J.1462-2920.2005.00860.X	Noda, S., Inoue, T., Hongoh, Y., Kawai, M., Nalepa, C. A., Vongkaluang, C., Kudo, T. and Ohkuma, M. (2005). Identification and characterization of ectosymbionts of distinct lineages in Bacteroidales attached to flagellated protists in the gut of termites and a wood‐feeding cockroach. Environmental Microbiology 8, 11–20.
	support	Barbulanympha ufalula	NCBI:txid544395	NCBI:txid544395|PPSDB:Q2040	host of		Bacteroidales phylotype CpBA11-4		PPSDB:Q2041	cell surface	GO:0009986	10.1111/J.1462-2920.2005.00860.X	Noda, S., Inoue, T., Hongoh, Y., Kawai, M., Nalepa, C. A., Vongkaluang, C., Kudo, T. and Ohkuma, M. (2005). Identification and characterization of ectosymbionts of distinct lineages in Bacteroidales attached to flagellated protists in the gut of termites and a wood‐feeding cockroach. Environmental Microbiology 8, 11–20.
	support	Bicosta minor	NCBI:txid1864616	NCBI:txid1864616|WD:Q126617949|PPSDB:Q1763	host of		Candidatus Comchoanobacter bicostacola	NCBI:txid2919598	NCBI:txid2919598|WD:Q126489918|PPSDB:Q1761			10.1038/S41564-022-01174-0	Needham, D. M., Poirier, C., Bachy, C., George, E. E., Wilken, S., Yung, C. C. M., Limardo, A. J., Morando, M., Sudek, L., Malmstrom, R. R., et al. (2022). The microbiome of a bacterivorous marine choanoflagellate contains a resource-demanding obligate bacterial associate. Nature Microbiology 7, 1466–1479.
	support	Bicosta minor	NCBI:txid1864616	NCBI:txid1864616|WD:Q126617949|PPSDB:Q1763	host of		Candidatus Synchoanobacter obligatus	NCBI:txid2919597	NCBI:txid2919597|WD:Q126489983|PPSDB:Q1762			10.1038/S41564-022-01174-0	Needham, D. M., Poirier, C., Bachy, C., George, E. E., Wilken, S., Yung, C. C. M., Limardo, A. J., Morando, M., Sudek, L., Malmstrom, R. R., et al. (2022). The microbiome of a bacterivorous marine choanoflagellate contains a resource-demanding obligate bacterial associate. Nature Microbiology 7, 1466–1479.
	support	Bihospites bacati	NCBI:txid797089	NCBI:txid797089|WD:Q68529586|PPSDB:Q409	host of		Arcobacter sp. ectosymbiont of Bihospites bacati		PPSDB:Q410	cell surface	GO:0009986	10.1186/1471-2180-10-145	Breglia, S. A., Yubuki, N., Hoppenrath, M. and Leander, B. S. (2010). Ultrastructure and molecular phylogenetic position of a novel euglenozoan with extrusive episymbiotic bacteria: Bihospites bacati n. gen. et sp. (Symbiontida). BMC Microbiology 10,.
	support	Bihospites bacati	NCBI:txid797089	NCBI:txid797089|WD:Q68529586|PPSDB:Q409	host of		Arcobacter sp. ectosymbiont of Bihospites bacati		PPSDB:Q410	cell surface	GO:0009986	10.1038/ISMEJ.2010.121	Edgcomb, V. P., Breglia, S. A., Yubuki, N., Beaudoin, D., Patterson, D. J., Leander, B. S. and Bernhard, J. M. (2010). Identity of epibiotic bacteria on symbiontid euglenozoans in O2-depleted marine sediments: evidence for symbiont and host co-evolution. The ISME Journal 5, 231–243.
	support	Bihospites bacati	NCBI:txid797089	NCBI:txid797089|WD:Q68529586|PPSDB:Q409	defended against predators by extrusome-like function of		Verrucomicrobia bacterium symbiont of Bihospites bacati	NCBI:txid1075202	NCBI:txid1075202|PPSDB:Q412	cell surface	GO:0009986	10.1186/1471-2180-10-145	Breglia, S. A., Yubuki, N., Hoppenrath, M. and Leander, B. S. (2010). Ultrastructure and molecular phylogenetic position of a novel euglenozoan with extrusive episymbiotic bacteria: Bihospites bacati n. gen. et sp. (Symbiontida). BMC Microbiology 10,.
